MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
7,4,7,4,5,5,6,403.4287935,5,4,6,4,3,3,4,4,4,7,4,4,0.331625934
3,10,8,2,4,10,3,54.59815003,9,8,6,1,7,2,7,1,3,6,7,3,0.375361236
9,6,7,1,5,8,5,54.59815003,9,8,4,7,5,5,4,6,7,5,6,4,0.400399276
6,4,6,3,3,7,7,20.08553692,5,6,6,3,7,4,6,7,4,5,6,6,0.429617526
5,8,7,3,4,6,5,8103.083928,7,4,3,5,5,3,8,4,3,4,6,5,0.347832439
3,3,4,6,7,7,8,54.59815003,7,4,6,7,8,3,1,5,7,3,3,6,0.359166587
7,7,7,5,9,4,8,2.718281828,3,4,9,6,6,4,2,14,10,4,6,4,0.322905866
9,9,7,6,4,7,3,2980.957987,6,0,2,6,6,3,8,6,4,5,3,7,0.401016434
1,4,6,1,5,2,4,403.4287935,4,7,3,5,7,1,5,4,8,3,8,3,0.415222776
6,10,5,6,5,2,7,403.4287935,8,8,4,5,6,3,7,8,5,4,2,11,0.398579739
,9,5,6,5,7,8,7.389056099,2,4,3,8,3,4,6,7,3,7,7,7,0.361984646
,4,4,5,7,7,9,403.4287935,6,4,4,1,5,4,5,2,8,8,4,5,0.378414203
4,6,6,4,7,1,8,54.59815003,5,13,3,6,1,2,4,2,6,3,5,4,0.330795195
5,6,7,3,2,6,5,20.08553692,6,6,6,7,9,4,4,7,5,4,6,3,0.402954974
3,9,6,5,7,6,7,1096.633158,7,4,4,4,2,5,3,5,7,3,6,5,0.392588523
5,3,2,7,5,7,3,403.4287935,8,10,5,10,3,8,3,7,4,2,3,8,0.429480375
5,5,8,5,5,3,5,54.59815003,2,6,1,,3,5,2,9,6,3,4,2,0.379471279
3,2,7,3,5,9,3,20.08553692,8,5,3,4,8,5,7,6,7,2,5,3,0.40490164
5,6,1,6,5,7,3,1096.633158,10,3,5,6,3,5,4,2,5,4,3,4,0.370089233
8,5,2,4,5,4,4,148.4131591,4,6,5,3,9,2,6,6,5,5,6,6,0.416933416
3,5,7,8,8,5,3,54.59815003,3,6,6,,3,2,10,4,4,8,5,3,0.383064737
6,6,7,4,7,3,0,403.4287935,7,5,2,7,4,5,6,5,4,3,5,7,0.365099885
4,6,2,10,7,5,3,1096.633158,5,5,3,5,6,1,6,3,2,8,4,8,0.32027229
5,4,2,2,4,2,6,20.08553692,8,6,5,2,5,12,2,2,2,5,5,6,0.412539162
5,4,6,8,7,3,4,1096.633158,6,9,6,6,7,8,3,3,5,6,4,2,0.41324986
3,3,3,6,7,4,4,403.4287935,2,5,4,2,4,6,6,8,7,7,5,8,0.344015228
3,5,7,4,5,9,1,1096.633158,3,5,4,10,7,8,7,3,5,8,4,4,0.362063882
3,5,3,6,6,6,5,148.4131591,7,6,7,9,5,1,3,6,4,2,4,4,0.357781882
10,4,7,7,4,5,7,20.08553692,5,4,1,12,5,3,6,3,3,3,7,4,0.347299579
11,4,3,6,5,5,9,403.4287935,6,1,7,5,4,8,4,3,5,4,5,4,0.369261745
5,2,3,8,7,5,4,403.4287935,5,1,6,9,6,5,1,8,6,8,0,5,0.370677884
6,4,3,2,5,10,4,1096.633158,9,5,4,3,1,5,4,5,8,8,1,5,0.310903337
3,4,7,8,5,4,5,2980.957987,4,4,6,6,11,8,5,5,3,5,5,2,0.336311002
4,8,3,5,3,6,6,7.389056099,5,5,1,4,4,5,3,1,2,3,3,6,0.307813401
5,13,5,4,6,5,4,54.59815003,8,3,9,3,7,3,6,5,7,8,4,3,0.401809952
4,2,4,3,4,2,6,54.59815003,3,6,3,8,3,5,6,4,6,4,6,0,0.400599312
3,2,7,5,4,7,5,2980.957987,7,9,5,9,1,7,4,7,5,8,4,5,0.340557266
7,2,6,5,3,2,4,54.59815003,6,3,8,4,3,4,6,5,3,5,0,5,0.381312203
7,8,2,4,7,2,5,2980.957987,2,4,5,8,4,4,6,4,5,4,6,2,0.360130015
6,4,4,2,3,6,5,148.4131591,3,6,4,4,5,3,3,4,8,7,2,6,0.321579497
2,4,3,7,4,5,6,54.59815003,11,6,2,2,4,5,5,4,2,3,6,1,0.394000113
6,7,9,4,3,6,3,54.59815003,6,5,4,3,2,6,7,6,3,4,0,7,0.408350967
7,6,6,5,4,3,3,148.4131591,8,2,6,2,1,8,9,3,3,7,10,5,0.346852206
6,5,6,4,3,5,5,403.4287935,7,10,9,8,5,5,4,8,3,8,4,3,0.371644851
8,0,5,3,2,5,6,403.4287935,6,4,6,4,5,6,6,4,1,0,9,6,0.325444166
4,6,6,2,2,3,3,7.389056099,7,2,2,3,3,5,7,5,5,12,5,8,0.308425599
6,3,3,10,8,8,5,148.4131591,8,3,6,5,4,4,5,7,8,6,3,7,0.33686304
6,6,7,4,4,3,7,403.4287935,3,2,7,2,5,4,3,3,4,5,4,3,0.414722841
5,5,3,7,4,4,0,2980.957987,2,6,4,6,1,3,5,4,1,3,4,10,0.4078245
3,5,6,4,2,7,4,7.389056099,2,7,4,8,4,7,3,4,1,6,5,12,0.333000652
2,5,3,2,3,8,2,403.4287935,4,7,5,6,4,8,6,5,5,2,8,6,0.308775993
8,4,6,6,5,5,3,54.59815003,4,4,4,5,9,5,2,4,5,5,4,6,0.415973124
4,8,6,5,2,2,2,148.4131591,4,4,7,6,6,8,7,7,2,4,3,4,0.386944558
5,4,4,5,7,8,5,148.4131591,7,9,5,10,7,5,7,11,9,7,5,3,0.312489336
11,7,8,4,3,8,5,2980.957987,0,6,4,2,4,5,3,8,3,4,7,2,0.399534521
,4,7,2,3,1,5,148.4131591,7,9,3,7,3,4,6,3,3,3,3,6,0.372771789
4,1,7,3,4,4,5,20.08553692,5,5,6,3,4,5,9,6,3,2,10,11,0.319291245
,5,4,6,4,6,2,1096.633158,5,4,9,5,5,8,1,6,3,3,1,2,0.303000464
9,6,6,6,3,10,4,54.59815003,7,3,5,5,8,2,5,2,2,6,4,2,0.417621859
5,9,8,4,3,2,1,148.4131591,1,3,4,8,3,4,5,4,3,7,7,4,0.339860407
2,7,7,1,6,4,5,20.08553692,6,1,8,2,4,4,6,2,7,8,3,10,0.376649955
4,3,7,3,3,7,4,403.4287935,6,2,3,7,6,4,5,2,2,3,2,3,0.320878271
5,2,7,6,6,5,7,2980.957987,9,5,5,2,4,3,3,6,6,6,7,5,0.394986726
,2,7,6,8,5,4,54.59815003,5,1,3,3,5,8,9,5,7,8,4,5,0.307591934
7,2,5,7,7,4,1,2980.957987,2,4,2,5,3,2,2,4,8,6,7,3,0.417087849
6,3,4,8,3,8,3,148.4131591,3,1,7,1,5,4,6,5,2,5,7,11,0.379363217
7,5,5,6,5,6,6,148.4131591,3,7,5,4,5,3,4,4,5,4,2,5,0.313958241
12,4,5,8,7,2,5,54.59815003,1,6,7,4,6,2,4,6,6,2,5,3,0.377821551
5,1,5,3,2,4,2,54.59815003,6,2,3,6,4,3,8,1,2,7,2,5,0.358653265
5,2,3,5,7,6,5,7.389056099,7,4,7,5,3,6,5,7,8,2,5,2,0.338310391
5,2,4,6,8,0,5,403.4287935,5,4,7,3,6,6,4,3,8,8,6,5,0.394290401
1,10,9,10,8,5,3,7.389056099,7,8,6,2,6,5,5,5,5,7,4,5,0.413408229
6,5,5,2,3,6,7,148.4131591,4,6,5,2,9,4,3,3,5,6,5,3,0.316393931
1,8,7,7,6,4,2,2980.957987,9,9,4,,2,4,3,2,5,3,6,4,0.33836074
2,4,8,5,5,6,4,54.59815003,5,7,9,4,5,3,11,5,4,2,7,3,0.322348046
4,4,1,5,5,3,4,2980.957987,6,4,6,7,7,5,9,7,6,6,5,6,0.363581175
4,6,3,4,5,3,3,2980.957987,2,6,6,6,5,0,5,5,6,2,4,8,0.300561076
6,5,4,4,3,5,6,403.4287935,4,6,5,4,7,3,5,3,4,2,3,5,0.397239141
6,4,9,3,4,7,4,2980.957987,9,7,6,4,3,6,2,2,4,4,10,7,0.305911501
6,4,6,4,4,7,6,54.59815003,5,9,6,5,8,3,6,7,5,2,3,9,0.326150204
7,6,5,4,3,7,5,1096.633158,9,4,4,6,7,3,5,6,3,4,6,7,0.418933848
4,6,8,7,4,10,1,2980.957987,3,3,4,4,1,4,8,6,3,8,5,3,0.414493089
5,5,5,2,4,5,3,1096.633158,5,7,5,6,4,3,8,6,6,0,5,4,0.386484844
6,3,2,7,4,6,2,54.59815003,6,4,8,6,4,3,5,6,6,4,6,7,0.400168375
5,3,4,2,4,5,7,148.4131591,4,6,5,4,5,7,3,2,4,5,2,4,0.377833338
3,3,3,5,4,6,6,148.4131591,3,6,7,7,6,4,2,4,5,2,2,8,0.354908583
6,4,8,10,9,2,3,20.08553692,2,5,5,3,4,7,3,6,9,5,8,3,0.333690459
5,5,9,6,4,4,7,54.59815003,7,3,2,4,6,2,10,8,4,5,6,6,0.427197964
1,3,3,6,9,3,5,403.4287935,3,11,4,7,4,6,8,4,10,4,9,2,0.425799572
7,8,9,6,7,10,5,54.59815003,5,4,5,8,5,2,14,5,8,4,3,3,0.425293171
4,4,3,4,3,11,7,22026.46579,6,6,2,6,3,6,6,9,5,11,4,4,0.427728608
0,7,3,5,6,4,4,54.59815003,7,5,4,3,5,10,5,4,6,3,5,4,0.407019888
6,4,4,6,8,7,4,54.59815003,5,5,4,2,4,10,2,5,7,9,3,2,0.425523275
8,8,5,4,2,7,8,162754.7914,3,7,5,4,7,3,6,11,2,3,7,8,0.421943275
,7,2,6,5,2,2,2980.957987,8,7,3,6,4,2,11,3,4,2,3,4,0.337266742
6,4,5,6,4,8,3,7.389056099,5,6,4,2,8,10,5,4,4,2,10,4,0.418250079
5,7,4,2,4,1,3,54.59815003,4,5,6,1,3,3,3,9,6,4,8,4,0.378543004
6,3,5,7,6,6,4,20.08553692,3,6,5,5,6,5,4,8,5,12,4,4,0.372768707
5,3,5,5,4,6,5,148.4131591,5,7,5,6,4,6,5,3,2,6,5,6,0.317253926
4,5,4,5,5,8,4,2980.957987,3,5,3,8,10,3,6,8,6,5,7,3,0.41920979
6,0,2,9,6,3,5,20.08553692,7,5,4,,4,6,8,8,2,8,2,1,0.34446705
6,2,4,3,5,9,6,2980.957987,8,5,4,7,4,1,6,10,6,7,2,4,0.329453993
7,8,3,1,4,5,6,7.389056099,2,2,4,6,9,4,6,4,7,6,5,8,0.415990582
8,6,5,6,6,10,6,148.4131591,3,4,8,5,7,7,3,5,3,1,3,1,0.303694381
6,5,5,8,10,4,2,1096.633158,5,2,5,4,4,7,1,9,9,6,4,7,0.327835441
4,6,4,6,6,1,3,54.59815003,6,3,2,5,5,4,8,5,8,6,5,7,0.368808617
,11,6,7,3,6,1,403.4287935,5,6,5,11,5,3,3,10,1,4,3,4,0.424476767
9,6,6,7,6,10,7,148.4131591,6,5,4,4,6,7,5,6,5,5,3,5,0.360633716
3,4,4,10,7,7,8,54.59815003,1,6,2,6,3,2,2,4,5,2,5,5,0.32414127
8,5,5,8,6,7,6,403.4287935,3,3,7,3,1,8,3,5,7,3,3,8,0.368523004
9,6,3,6,7,2,5,1096.633158,6,5,3,4,1,5,3,6,7,8,7,1,0.38803935
7,2,3,4,2,7,8,2980.957987,5,6,3,1,3,3,4,9,2,7,4,6,0.422224774
3,5,6,3,8,6,6,22026.46579,4,4,6,5,5,5,3,1,9,6,5,7,0.412937585
9,6,3,5,6,5,5,1096.633158,3,10,3,3,3,5,5,5,6,5,3,4,0.408888556
7,4,3,8,6,10,8,403.4287935,5,2,4,3,7,6,9,7,2,2,3,7,0.368904895
4,8,5,3,6,2,7,1096.633158,3,7,5,2,7,4,5,9,8,3,3,4,0.427199655
,5,8,4,4,3,2,20.08553692,3,0,6,5,2,1,4,5,3,8,1,5,0.423000856
4,4,3,4,5,4,5,2.718281828,4,4,8,4,5,3,7,6,5,5,2,6,0.406583726
6,4,5,12,5,4,7,1096.633158,7,2,12,5,7,8,6,7,2,7,3,6,0.411089307
6,1,4,5,3,5,4,54.59815003,6,6,4,5,2,3,4,3,3,5,8,3,0.426813725
7,5,6,7,7,3,4,2.718281828,5,2,3,6,3,6,5,9,7,6,2,4,0.348015846
3,4,10,6,3,8,2,1096.633158,8,6,3,4,7,4,4,7,3,8,5,2,0.43358852
6,7,3,5,6,7,5,148.4131591,5,7,7,4,4,3,5,9,5,6,3,5,0.318435172
4,4,5,5,3,3,5,20.08553692,1,8,6,5,6,3,3,5,3,5,9,7,0.422977273
5,7,7,5,4,5,1,1096.633158,3,2,5,6,7,6,6,5,4,4,8,5,0.331808648
4,7,6,4,7,2,6,148.4131591,7,4,7,5,4,5,5,9,7,6,6,2,0.377907119
4,6,5,7,4,5,5,1096.633158,4,4,8,4,7,5,4,3,3,4,6,3,0.380453845
,1,8,4,5,5,6,148.4131591,3,3,2,2,4,2,0,7,6,4,3,6,0.431084321
4,5,1,8,8,1,8,2.718281828,4,4,6,8,3,6,5,11,10,4,5,2,0.338136492
14,8,3,5,4,9,2,1096.633158,6,4,5,7,4,5,7,7,4,9,4,6,0.358987989
5,5,2,9,3,9,11,403.4287935,6,5,5,6,9,4,7,4,2,5,4,6,0.320176279
8,8,3,5,7,3,3,2980.957987,4,8,7,8,5,9,2,5,7,4,4,5,0.376270193
2,6,3,4,3,5,6,148.4131591,4,9,5,3,1,9,11,5,2,3,3,7,0.35473815
6,5,4,2,7,6,7,20.08553692,7,3,1,2,5,4,5,6,11,5,8,0,0.362258553
9,7,4,2,5,4,5,59874.14172,5,1,1,8,2,6,10,6,6,6,1,4,0.309783539
6,7,5,2,1,6,6,2980.957987,8,9,7,2,2,1,7,6,3,4,6,6,0.416679436
6,4,8,5,4,4,2,148.4131591,1,6,6,3,4,9,2,5,5,4,3,14,0.349456447
7,4,5,8,3,9,10,20.08553692,6,5,4,8,7,9,5,5,1,6,5,4,0.389115318
3,3,5,7,8,2,7,2980.957987,4,4,6,,7,5,4,3,9,7,3,6,0.38853925
4,2,6,4,1,4,3,54.59815003,5,4,8,4,4,3,5,4,2,7,3,5,0.389076969
4,1,7,11,6,6,6,54.59815003,4,3,8,5,7,7,10,2,3,2,7,6,0.332766922
2,3,3,7,5,8,9,59874.14172,7,3,1,4,5,5,5,4,4,6,7,7,0.314670126
4,9,6,4,2,9,2,8103.083928,3,3,4,3,3,4,4,10,3,3,2,8,0.309866235
6,2,5,4,4,3,4,20.08553692,5,6,8,3,10,10,7,5,6,6,5,1,0.379679779
6,4,3,4,2,5,5,403.4287935,7,7,3,5,5,5,5,3,2,10,4,3,0.313248554
4,4,5,3,4,8,4,2.718281828,6,4,7,6,3,5,4,4,3,2,3,5,0.355732382
4,6,2,4,3,4,8,54.59815003,8,4,12,7,2,7,5,3,3,4,10,4,0.422670366
5,8,5,2,1,5,5,148.4131591,4,5,6,6,4,4,5,3,5,3,5,6,0.310810251
9,4,6,8,6,4,6,20.08553692,4,6,1,5,5,9,5,5,5,7,4,3,0.391102533
11,4,2,7,6,2,3,54.59815003,7,5,4,9,3,4,9,4,5,3,5,7,0.359993593
7,6,2,4,4,6,9,20.08553692,3,7,4,5,5,7,3,9,3,5,9,3,0.420371662
5,4,7,3,3,3,10,148.4131591,7,6,9,3,4,5,5,6,3,3,6,5,0.404014943
6,4,4,7,8,4,3,20.08553692,3,4,6,3,8,3,6,7,6,11,4,6,0.316592172
3,4,5,3,2,5,4,148.4131591,7,4,3,5,9,6,5,4,1,5,5,5,0.340932206
3,7,4,5,6,2,6,54.59815003,2,4,4,4,5,3,5,10,6,6,7,6,0.389177039
2,3,1,3,6,3,6,403.4287935,2,0,3,2,6,2,4,5,6,7,5,8,0.324030125
8,2,6,5,3,7,3,54.59815003,5,4,3,5,4,4,3,5,3,3,5,2,0.412237096
6,4,7,8,5,5,5,2980.957987,10,5,7,7,5,9,2,5,5,6,5,4,0.33407804
7,5,8,3,3,6,4,7.389056099,6,5,4,4,8,5,6,5,2,6,4,1,0.416253753
1,9,6,7,5,2,3,2.718281828,8,3,2,5,2,6,5,4,2,4,4,1,0.337465978
3,4,4,1,4,10,5,2980.957987,7,6,4,9,5,7,4,4,5,7,7,8,0.330439641
4,2,5,7,7,4,3,1096.633158,7,5,6,7,2,5,3,10,7,5,1,7,0.431826676
8,6,7,6,4,5,10,8103.083928,2,6,3,5,4,2,4,4,3,1,4,3,0.389105214
6,8,1,2,5,6,7,7.389056099,7,4,5,3,1,7,10,6,7,3,6,9,0.375571836
8,7,1,7,6,6,8,7.389056099,3,6,5,6,8,1,7,2,5,5,5,4,0.306800397
3,4,7,3,4,1,3,7.389056099,7,5,5,3,6,7,2,10,4,6,11,4,0.339427161
3,5,0,6,6,4,2,1096.633158,6,5,3,9,4,6,4,8,5,2,5,4,0.317315101
6,9,4,4,1,7,6,54.59815003,2,4,4,3,4,3,5,5,2,4,7,4,0.32233234
8,10,9,4,3,2,5,8103.083928,6,5,7,3,6,2,1,3,1,4,7,8,0.336756891
2,1,7,6,4,9,6,148.4131591,6,9,5,6,6,2,5,6,5,5,4,3,0.319018263
6,10,6,6,6,7,3,148.4131591,4,8,3,,5,7,6,3,3,8,6,3,0.425940594
3,5,4,2,3,3,4,22026.46579,5,4,3,,3,4,6,5,4,6,4,4,0.311890095
4,5,4,7,6,4,9,403.4287935,6,7,3,5,9,6,4,5,7,7,6,6,0.420309689
6,5,6,4,2,9,9,148.4131591,6,4,7,4,7,8,2,4,1,4,4,7,0.367085457
3,6,4,3,5,3,8,1202604.284,4,3,4,2,9,6,2,3,8,7,3,3,0.321897657
5,3,3,2,0,6,3,148.4131591,6,5,9,6,3,3,9,6,2,2,4,6,0.37379772
7,7,3,3,4,6,7,1096.633158,2,4,4,3,8,7,8,10,3,3,5,3,0.420556731
10,7,8,9,7,7,2,54.59815003,4,4,6,3,9,2,6,6,6,2,2,3,0.424593107
5,3,3,1,3,5,4,54.59815003,3,10,4,2,4,2,4,6,5,4,8,5,0.349813217
6,3,7,4,6,3,2,54.59815003,3,4,3,5,2,1,2,5,6,3,5,8,0.393820375
4,4,9,7,6,5,7,148.4131591,8,2,8,8,2,4,6,4,7,5,2,6,0.309224877
6,4,7,4,7,4,5,403.4287935,8,5,5,4,7,4,7,6,9,5,6,8,0.369898174
2,9,5,7,4,7,11,1096.633158,6,3,11,7,5,3,8,4,6,8,1,4,0.331775569
6,7,2,7,5,5,0,54.59815003,10,1,4,6,3,1,4,5,4,4,10,4,0.341839438
4,8,2,3,5,1,2,54.59815003,6,7,9,4,4,2,4,3,5,8,1,11,0.36496525
2,5,10,5,3,7,6,54.59815003,2,6,5,3,5,8,5,1,5,7,5,7,0.427902864
,10,4,5,5,3,3,148.4131591,6,6,5,4,8,3,4,2,5,6,3,4,0.415279966
5,8,11,8,3,4,3,148.4131591,6,4,1,7,5,9,4,6,1,9,5,3,0.35354206
2,5,2,8,7,7,6,148.4131591,5,6,2,2,3,4,4,5,6,5,4,6,0.366862104
8,8,5,5,6,3,6,54.59815003,8,5,4,5,3,3,5,5,5,3,4,3,0.422378374
5,5,8,3,3,7,4,54.59815003,6,4,6,4,2,7,6,3,3,4,5,5,0.31154959
6,3,5,4,4,8,3,7.389056099,6,3,2,5,11,3,5,8,6,8,6,6,0.408729558
2,3,3,6,6,5,0,54.59815003,6,7,3,2,5,7,7,7,5,2,5,6,0.323694043
9,4,1,6,6,8,7,54.59815003,6,5,6,11,7,6,3,5,5,5,8,6,0.339028613
5,6,2,4,6,6,8,1,9,4,3,5,6,3,4,6,9,8,4,3,0.330458618
4,3,6,3,5,2,4,1096.633158,5,4,8,2,2,6,8,6,7,7,4,2,0.37717483
5,11,2,6,11,4,7,54.59815003,8,3,5,3,4,7,9,1,13,4,4,4,0.332199807
8,3,5,2,1,6,7,148.4131591,4,6,3,5,10,7,5,2,3,5,4,6,0.363912086
7,5,7,6,7,4,2,22026.46579,10,5,2,6,8,9,2,4,5,8,8,3,0.303653603
6,5,2,3,4,5,6,7.389056099,6,2,6,1,2,7,8,6,6,3,8,5,0.344273999
4,5,6,10,7,4,4,148.4131591,3,5,5,6,1,6,3,3,7,3,4,4,0.399562029
6,4,6,5,7,3,4,148.4131591,9,7,4,7,5,6,6,3,8,4,1,3,0.360864455
4,5,7,7,5,7,3,20.08553692,5,10,5,2,8,8,3,2,3,3,5,5,0.415267567
7,2,7,1,1,8,6,54.59815003,4,4,4,6,7,6,3,4,2,4,5,7,0.364366747
6,5,8,6,5,3,4,148.4131591,5,1,8,4,7,2,4,9,4,8,7,8,0.42263295
3,7,6,3,5,5,5,148.4131591,4,5,6,6,8,7,7,5,7,4,6,6,0.355232654
2,2,3,3,1,3,6,2.718281828,6,5,5,5,7,4,9,3,2,7,5,5,0.350557121
3,7,4,4,3,4,7,2.718281828,7,6,7,2,5,4,1,5,1,6,8,6,0.335952428
7,5,4,5,5,7,2,148.4131591,9,4,0,5,2,5,4,3,6,3,10,4,0.364659906
4,7,4,7,4,1,3,403.4287935,4,6,4,,5,5,2,6,4,5,7,3,0.416327801
6,4,6,6,2,7,7,1096.633158,5,4,5,3,3,7,5,3,5,4,7,2,0.399938938
6,3,5,7,8,5,10,7.389056099,9,5,5,8,3,4,5,4,8,7,2,4,0.324166389
8,6,3,3,2,2,5,148.4131591,2,5,9,7,6,3,4,6,2,7,2,5,0.429549558
3,5,5,3,7,4,6,20.08553692,8,4,7,3,2,6,8,6,7,3,10,4,0.36253474
5,3,4,10,6,6,3,2980.957987,4,2,2,5,4,7,5,5,2,10,6,10,0.33113198
5,6,3,3,5,5,3,2.718281828,4,7,2,10,4,4,2,5,6,5,7,3,0.431477447
8,5,6,5,4,4,7,8103.083928,4,3,6,8,7,2,0,4,4,4,4,4,0.361694452
4,6,5,5,4,3,6,403.4287935,1,1,5,5,11,2,5,5,4,6,3,5,0.324322814
3,6,5,9,8,3,4,403.4287935,5,8,4,4,5,4,7,8,7,6,7,7,0.415265303
7,3,3,8,5,5,3,54.59815003,2,8,3,5,6,5,2,4,5,12,4,5,0.370044534
4,7,4,3,3,6,9,1096.633158,2,4,5,1,3,4,7,4,2,7,4,5,0.327550359
6,4,3,5,3,4,3,20.08553692,3,0,2,2,4,4,7,4,2,3,5,5,0.395243345
6,1,1,5,7,6,4,148.4131591,6,6,5,3,3,2,6,4,7,2,4,5,0.437478076
1,4,2,9,8,5,7,148.4131591,5,8,6,8,2,5,2,3,8,5,5,5,0.311803374
6,7,7,5,4,7,8,20.08553692,7,1,8,4,1,3,4,8,1,6,8,4,0.360817332
3,8,5,3,7,4,3,148.4131591,5,5,3,3,7,5,2,3,8,4,3,6,0.371842676
4,5,7,3,6,5,6,148.4131591,3,5,1,4,6,4,7,7,7,5,6,6,0.392566164
6,9,6,5,4,2,8,7.389056099,4,3,4,6,4,4,7,6,4,3,4,6,0.33198812
5,10,2,2,4,6,3,20.08553692,5,3,4,6,4,7,5,9,3,5,2,3,0.325878919
,5,5,5,5,8,5,2.718281828,4,3,4,7,11,2,4,0,4,3,3,2,0.403867139
1,3,7,6,6,9,5,403.4287935,3,9,6,3,4,5,6,8,5,7,3,2,0.393708337
6,3,4,8,6,3,4,1096.633158,7,8,5,6,4,2,4,3,6,10,4,2,0.334406872
1,3,1,4,4,4,7,54.59815003,6,5,6,2,6,2,2,4,5,2,5,7,0.30796028
10,4,6,5,7,3,5,148.4131591,5,9,3,4,8,4,7,6,6,2,6,5,0.412020814
2,6,2,3,7,5,3,20.08553692,3,1,2,4,2,6,6,8,7,2,9,4,0.395506964
3,4,9,1,4,3,8,1096.633158,5,2,4,,4,6,10,8,7,6,4,3,0.423169073
5,7,2,3,6,7,4,7.389056099,5,7,5,3,5,5,5,9,5,3,5,6,0.309468722
3,6,8,2,4,4,3,54.59815003,5,4,9,4,9,2,5,6,4,1,4,10,0.368250974
,3,8,6,8,5,6,148.4131591,3,3,5,,6,4,5,4,8,6,5,6,0.32234701
9,7,2,6,8,8,5,403.4287935,4,10,8,7,8,6,4,6,5,4,10,4,0.394488526
3,5,7,2,1,7,8,20.08553692,6,3,3,1,7,4,8,1,1,6,4,5,0.334931163
7,3,3,5,3,2,5,403.4287935,5,4,1,3,7,1,3,3,4,6,7,4,0.3368052
5,4,8,7,6,4,3,54.59815003,5,5,4,4,3,8,5,8,6,6,3,4,0.400089284
6,2,7,1,1,7,2,7.389056099,9,5,4,,1,7,6,4,3,3,4,5,0.415470027
3,7,6,8,6,2,2,403.4287935,6,7,3,5,6,7,2,1,5,4,6,3,0.427474787
,3,6,6,6,8,3,54.59815003,11,5,6,2,2,6,1,7,5,8,6,2,0.310931202
6,4,6,3,5,4,5,403.4287935,2,4,3,4,9,5,2,11,9,2,4,4,0.412935166
3,6,4,11,8,5,6,54.59815003,3,4,6,5,7,6,1,6,8,4,9,5,0.436010198
4,6,5,1,1,6,5,54.59815003,13,4,6,,7,7,8,7,3,2,3,4,0.307333383
5,1,2,4,3,3,10,148.4131591,4,4,2,5,6,4,5,3,6,8,2,5,0.427688605
8,4,6,8,7,8,6,403.4287935,4,3,5,5,3,6,4,4,4,4,4,9,0.433558823
4,5,11,2,5,2,4,403.4287935,6,3,4,10,9,3,5,3,6,8,5,9,0.326924567
8,3,2,5,5,6,6,2980.957987,5,4,6,8,3,8,4,7,4,2,5,6,0.343203536
,7,5,4,5,6,6,403.4287935,7,7,5,2,3,4,4,2,5,8,5,3,0.341863227
4,6,8,3,4,6,3,403.4287935,5,5,7,6,6,4,3,5,7,3,3,2,0.432937298
6,7,5,1,3,5,4,1096.633158,5,10,4,2,4,7,5,3,4,5,4,4,0.302330861
5,1,7,6,7,5,7,148.4131591,3,4,8,4,8,3,7,4,6,8,4,4,0.377926158
6,0,4,4,5,3,6,54.59815003,3,3,2,7,7,5,3,4,7,7,2,5,0.381137841
3,6,4,8,5,7,3,7.389056099,3,8,3,4,6,5,6,6,5,5,5,7,0.39126833
3,5,4,9,7,8,10,2.718281828,2,4,5,7,3,4,6,4,6,4,3,3,0.331385316
7,0,0,4,5,2,2,1,3,5,7,4,4,5,5,1,5,3,6,7,0.366373118
5,3,3,4,6,2,3,2980.957987,8,5,3,6,1,9,2,8,6,3,5,3,0.357750325
,10,7,7,4,3,1,54.59815003,7,4,3,3,6,8,6,4,2,8,10,5,0.357168543
5,6,5,7,7,1,3,54.59815003,8,6,6,9,3,3,4,4,8,7,5,3,0.346764082
2,3,8,6,8,1,5,403.4287935,3,7,2,5,3,6,4,6,9,7,4,4,0.432065465
5,4,4,5,3,6,2,148.4131591,3,1,6,,7,5,7,4,3,6,3,5,0.391186451
7,4,5,10,9,4,8,54.59815003,7,6,5,3,6,6,4,3,6,6,2,4,0.406410126
6,6,4,5,6,3,4,148.4131591,13,4,2,3,4,5,8,6,6,5,6,4,0.345044481
7,6,3,5,3,3,3,54.59815003,3,6,7,6,3,2,3,6,2,7,5,6,0.300109465
8,3,9,2,3,5,6,20.08553692,4,4,3,2,3,6,3,3,3,2,6,1,0.43331334
6,6,2,8,6,6,9,1096.633158,3,2,3,3,8,5,5,4,3,7,4,3,0.422687799
5,4,4,6,9,5,6,54.59815003,1,6,10,3,4,6,5,2,9,6,1,5,0.364101565
7,6,8,7,5,6,4,20.08553692,6,3,3,7,4,9,6,7,4,8,8,9,0.353987351
3,6,2,9,6,8,3,1096.633158,3,7,3,6,5,5,9,3,2,7,6,3,0.362255545
4,3,9,3,6,3,9,148.4131591,6,4,12,6,7,4,5,2,5,4,6,3,0.337670841
10,5,5,6,8,4,3,7.389056099,5,8,2,3,7,8,5,4,9,4,7,3,0.386086845
4,3,3,3,4,12,2,54.59815003,5,4,5,7,2,5,3,5,5,10,4,6,0.436313647
